game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
44d320b5-cc21-4ff1-a066-a67edcc7e9f9,2020-04-13,10:26,Bundesliga,Бавария,d1pseN,HOME,2,1,1,L,L,L,
44d320b5-cc21-4ff1-a066-a67edcc7e9f9,2020-04-13,10:26,Bundesliga,Байер 04,Mr.Jab,AWAY,5,3,2,W,W,W,
a118cbea-fde9-40b2-a36a-b63fea5d5249,2020-04-13,10:26,Bundesliga,Боруссия Дортмунд,Bombi1t0,HOME,2,1,1,W,W,W,
a118cbea-fde9-40b2-a36a-b63fea5d5249,2020-04-13,10:26,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,0,0,0,L,L,L,
a81b1bc3-0d1e-4682-b1d3-2f54d92b1e30,2020-04-13,10:38,Bundesliga,Байер 04,Mr.Jab,HOME,1,0,1,D,D,D,
a81b1bc3-0d1e-4682-b1d3-2f54d92b1e30,2020-04-13,10:38,Bundesliga,Боруссия Менхенгладбах,Boulevard_Prospect,AWAY,1,0,1,D,D,D,
8a1d5bf6-42af-49d4-925e-adde55249dcb,2020-04-13,10:38,Bundesliga,РБ Лейпциг,LaikingDast,HOME,1,1,0,W,W,D,
8a1d5bf6-42af-49d4-925e-adde55249dcb,2020-04-13,10:38,Bundesliga,Бавария,d1pseN,AWAY,0,0,0,L,L,D,
a775a44d-15f3-48d3-bc64-fabdd4dd32ef,2020-04-13,10:50,Bundesliga,Бавария,d1pseN,HOME,1,1,0,D,W,L,
a775a44d-15f3-48d3-bc64-fabdd4dd32ef,2020-04-13,10:50,Bundesliga,Боруссия Дортмунд,Bombi1t0,AWAY,1,0,1,D,L,W,
88ed1b3c-e76f-42d0-b4dc-991a302a48fb,2020-04-13,10:50,Bundesliga,Боруссия Менхенгладбах,Boulevard_Prospect,HOME,2,1,1,D,D,D,
88ed1b3c-e76f-42d0-b4dc-991a302a48fb,2020-04-13,10:50,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,2,1,1,D,D,D,
dbdc13ca-6aa9-4e80-ba22-e1341a60d220,2020-04-13,11:02,Bundesliga,Боруссия Дортмунд,Bombi1t0,HOME,1,0,1,D,L,W,
dbdc13ca-6aa9-4e80-ba22-e1341a60d220,2020-04-13,11:02,Bundesliga,Боруссия Менхенгладбах,Boulevard_Prospect,AWAY,1,1,0,D,W,L,
3ef0eee0-e645-418f-9af5-d43748b4d42c,2020-04-13,11:02,Bundesliga,РБ Лейпциг,LaikingDast,HOME,0,0,0,L,L,L,
3ef0eee0-e645-418f-9af5-d43748b4d42c,2020-04-13,11:02,Bundesliga,Байер 04,Mr.Jab,AWAY,2,1,1,W,W,W,
f86c248e-bd42-4cb1-993f-ff8983650a55,2020-04-13,11:14,Bundesliga,Байер 04,Mr.Jab,HOME,0,0,0,L,L,L,
f86c248e-bd42-4cb1-993f-ff8983650a55,2020-04-13,11:14,Bundesliga,Боруссия Дортмунд,Bombi1t0,AWAY,2,1,1,W,W,W,
39731fcc-aba9-4dc0-a215-b3509afc777a,2020-04-13,11:14,Bundesliga,Боруссия Менхенгладбах,Boulevard_Prospect,HOME,2,2,0,W,W,D,
39731fcc-aba9-4dc0-a215-b3509afc777a,2020-04-13,11:14,Bundesliga,Бавария,d1pseN,AWAY,0,0,0,L,L,D,
d04572c1-1f2d-4b05-bec4-5ac5900eca02,2020-04-13,11:26,Bundesliga,Байер 04,Mr.Jab,HOME,4,3,1,W,W,W,
d04572c1-1f2d-4b05-bec4-5ac5900eca02,2020-04-13,11:26,Bundesliga,Бавария,d1pseN,AWAY,1,1,0,L,L,L,
1d0c45d7-3fff-452d-bb35-8d1e9289240f,2020-04-13,11:26,Bundesliga,РБ Лейпциг,LaikingDast,HOME,1,0,1,D,D,D,
1d0c45d7-3fff-452d-bb35-8d1e9289240f,2020-04-13,11:26,Bundesliga,Боруссия Дортмунд,Bombi1t0,AWAY,1,0,1,D,D,D,
b7ce0899-7d36-4128-a827-b3041c12b326,2020-04-13,11:38,Bundesliga,Бавария,d1pseN,HOME,2,1,1,W,W,W,
b7ce0899-7d36-4128-a827-b3041c12b326,2020-04-13,11:38,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,0,0,0,L,L,L,
ae0c9bab-0382-4f1e-b8e4-2eb889abacf0,2020-04-13,11:38,Bundesliga,Боруссия Менхенгладбах,Boulevard_Prospect,HOME,3,1,2,W,W,W,
ae0c9bab-0382-4f1e-b8e4-2eb889abacf0,2020-04-13,11:38,Bundesliga,Байер 04,Mr.Jab,AWAY,1,0,1,L,L,L,
