game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
de4ac154-f982-4f22-9693-935171a3df07,2020-03-19,20:26,Champions League,Барселона,Pablik,HOME,0,0,0,L,L,L,
de4ac154-f982-4f22-9693-935171a3df07,2020-03-19,20:26,Champions League,Манчестер Сити,TAKA,AWAY,3,2,1,W,W,W,
68e90f0a-f6e5-4562-a085-9f08beab0ac0,2020-03-19,20:26,Champions League,Реал Мадрид,mooneycb,HOME,0,0,0,L,L,L,
68e90f0a-f6e5-4562-a085-9f08beab0ac0,2020-03-19,20:26,Champions League,Ливерпуль,Chellovekk,AWAY,3,2,1,W,W,W,
d40c3245-3c38-460f-8a3b-beeac39d980b,2020-03-19,20:38,Champions League,Ливерпуль,Chellovekk,HOME,2,1,1,W,W,D,
d40c3245-3c38-460f-8a3b-beeac39d980b,2020-03-19,20:38,Champions League,Барселона,Pablik,AWAY,1,0,1,L,L,D,
02eed1e0-f9da-4781-8bec-24e6b33b5d92,2020-03-19,20:38,Champions League,Манчестер Сити,TAKA,HOME,2,1,1,D,L,W,
02eed1e0-f9da-4781-8bec-24e6b33b5d92,2020-03-19,20:38,Champions League,ПСЖ,Olle,AWAY,2,2,0,D,W,L,
e569d5b6-1fcf-477c-be34-87aaa4ada02a,2020-03-19,20:50,Champions League,Барселона,Pablik,HOME,1,0,1,W,D,W,
e569d5b6-1fcf-477c-be34-87aaa4ada02a,2020-03-19,20:50,Champions League,Реал Мадрид,mooneycb,AWAY,0,0,0,L,D,L,
2b95c771-1e07-4bf9-aac8-635c93eb8b1f,2020-03-19,20:50,Champions League,ПСЖ,Olle,HOME,0,0,0,D,D,D,
2b95c771-1e07-4bf9-aac8-635c93eb8b1f,2020-03-19,20:50,Champions League,Ливерпуль,Chellovekk,AWAY,0,0,0,D,D,D,
dfdfbc81-1e85-4aaa-b050-89927011cbfa,2020-03-19,21:02,Champions League,Ливерпуль,Chellovekk,HOME,0,0,0,L,D,L,
dfdfbc81-1e85-4aaa-b050-89927011cbfa,2020-03-19,21:02,Champions League,Манчестер Сити,TAKA,AWAY,1,0,1,W,D,W,
b2f2cbdc-0e87-408e-9579-9657e757bfff,2020-03-19,21:02,Champions League,Реал Мадрид,mooneycb,HOME,3,2,1,W,W,W,
b2f2cbdc-0e87-408e-9579-9657e757bfff,2020-03-19,21:02,Champions League,ПСЖ,Olle,AWAY,1,1,0,L,L,L,
348254a3-c25c-40cb-bd70-a5373ac27616,2020-03-19,21:14,Champions League,Манчестер Сити,TAKA,HOME,0,0,0,D,D,D,
348254a3-c25c-40cb-bd70-a5373ac27616,2020-03-19,21:14,Champions League,Реал Мадрид,mooneycb,AWAY,0,0,0,D,D,D,
aed600cf-9d16-4e74-bc96-b1ecc1ca84cd,2020-03-19,21:14,Champions League,ПСЖ,Olle,HOME,0,0,0,L,L,L,
aed600cf-9d16-4e74-bc96-b1ecc1ca84cd,2020-03-19,21:14,Champions League,Барселона,Pablik,AWAY,2,1,1,W,W,W,
774f4795-0dd9-4f02-9482-4832be827e5d,2020-03-19,21:26,Champions League,Ливерпуль,Chellovekk,HOME,1,1,0,W,W,D,
774f4795-0dd9-4f02-9482-4832be827e5d,2020-03-19,21:26,Champions League,Реал Мадрид,mooneycb,AWAY,0,0,0,L,L,D,
093e3122-b943-40f5-857d-394d625b12b1,2020-03-19,21:26,Champions League,Манчестер Сити,TAKA,HOME,4,2,2,W,W,W,
093e3122-b943-40f5-857d-394d625b12b1,2020-03-19,21:26,Champions League,Барселона,Pablik,AWAY,1,0,1,L,L,L,
0d73c5fe-84eb-4126-903d-2ddc28bb555b,2020-03-19,21:38,Champions League,Барселона,Pablik,HOME,2,1,1,W,W,D,
