game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
8d5abbc4-356b-4829-b8d0-62c213873607,2020-04-03,10:26,Bundesliga,Бавария,Mr.Jab,HOME,2,1,1,W,W,D,
8d5abbc4-356b-4829-b8d0-62c213873607,2020-04-03,10:26,Bundesliga,Байер 04,Kodak,AWAY,1,0,1,L,L,D,
65fff0dc-0e7c-4a0b-a8f6-94cca0467076,2020-04-03,10:26,Bundesliga,Боруссия Дортмунд,KravaRK,HOME,1,1,0,D,W,L,
65fff0dc-0e7c-4a0b-a8f6-94cca0467076,2020-04-03,10:26,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,1,0,1,D,L,W,
bf431188-db7b-41b3-9145-7b7153dc6c31,2020-04-03,10:38,Bundesliga,Байер 04,Kodak,HOME,1,0,1,L,L,W,
bf431188-db7b-41b3-9145-7b7153dc6c31,2020-04-03,10:38,Bundesliga,Боруссия Дортмунд,KravaRK,AWAY,2,2,0,W,W,L,
4f63d6c1-96b0-4cf7-9ca3-2814fbb4a736,2020-04-03,10:38,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,3,3,0,W,W,L,
4f63d6c1-96b0-4cf7-9ca3-2814fbb4a736,2020-04-03,10:38,Bundesliga,РБ Лейпциг,Skromnuy,AWAY,2,0,2,L,L,W,
f7a78ba8-9434-422a-9683-9d81ecef50cc,2020-04-03,10:50,Bundesliga,РБ Лейпциг,Skromnuy,HOME,1,1,0,W,W,D,
f7a78ba8-9434-422a-9683-9d81ecef50cc,2020-04-03,10:50,Bundesliga,Байер 04,Kodak,AWAY,0,0,0,L,L,D,
01d4c8c3-eedb-4f60-9a20-d056b13ed8f1,2020-04-03,11:02,Bundesliga,Бавария,Mr.Jab,HOME,1,1,0,L,D,L,
01d4c8c3-eedb-4f60-9a20-d056b13ed8f1,2020-04-03,11:02,Bundesliga,РБ Лейпциг,Skromnuy,AWAY,2,1,1,W,D,W,
644397a3-2d77-4486-acbe-c53b266ece3a,2020-04-03,11:02,Bundesliga,Байер 04,Kodak,HOME,0,0,0,D,D,D,
644397a3-2d77-4486-acbe-c53b266ece3a,2020-04-03,11:02,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,0,0,0,D,D,D,
a3ce08f8-cea9-4533-82ae-c07740acade4,2020-04-03,11:14,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,3,3,0,W,W,D,
a3ce08f8-cea9-4533-82ae-c07740acade4,2020-04-03,11:14,Bundesliga,Бавария,Mr.Jab,AWAY,0,0,0,L,L,D,
7ad6eb10-74fb-4b8a-a16f-9284457fe556,2020-04-03,11:14,Bundesliga,РБ Лейпциг,Skromnuy,HOME,0,0,0,L,D,L,
7ad6eb10-74fb-4b8a-a16f-9284457fe556,2020-04-03,11:14,Bundesliga,Боруссия Дортмунд,KravaRK,AWAY,1,0,1,W,D,W,
037e1a9c-f718-431c-bd16-4b97867917d6,2020-04-03,11:26,Bundesliga,Байер 04,Kodak,HOME,0,0,0,L,D,L,
