game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht
90c2f258-7682-4aeb-b7f2-4234f832652c,2020-04-20,10:26,Bundesliga,Бавария,Kodak,HOME,0,0,0,L,L,D
90c2f258-7682-4aeb-b7f2-4234f832652c,2020-04-20,10:26,Bundesliga,Байер 04,Mr.Jab,AWAY,1,1,0,W,W,D
34110589-e2e2-41b8-9ff3-f12407cd611f,2020-04-20,10:26,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,0,0,0,L,D,L
34110589-e2e2-41b8-9ff3-f12407cd611f,2020-04-20,10:26,Bundesliga,Боруссия Дортмунд,Melner,AWAY,2,0,2,W,D,W
b2d090c8-65ca-40f9-95d5-3a055042dbf6,2020-04-20,10:38,Bundesliga,Байер 04,Mr.Jab,HOME,0,0,0,L,L,L
b2d090c8-65ca-40f9-95d5-3a055042dbf6,2020-04-20,10:38,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,2,1,1,W,W,W
ffde74f4-faf9-48bd-980b-d4ab7b7446f6,2020-04-20,10:38,Bundesliga,Боруссия Дортмунд,Melner,HOME,0,0,0,L,L,L
ffde74f4-faf9-48bd-980b-d4ab7b7446f6,2020-04-20,10:38,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,4,2,2,W,W,W
b6b59906-c456-4133-9777-4b8a96e2d79d,2020-04-20,10:50,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,1,1,0,W,W,D
b6b59906-c456-4133-9777-4b8a96e2d79d,2020-04-20,10:50,Bundesliga,Бавария,Kodak,AWAY,0,0,0,L,L,D
83b13be0-213d-4e61-93e2-3d1cc64b574c,2020-04-20,10:50,Bundesliga,РБ Лейпциг,LaikingDast,HOME,2,1,1,W,W,D
83b13be0-213d-4e61-93e2-3d1cc64b574c,2020-04-20,10:50,Bundesliga,Байер 04,Mr.Jab,AWAY,1,0,1,L,L,D
eaf31b0b-9b2b-4030-872c-cd2e4e212836,2020-04-20,11:02,Bundesliga,Бавария,Kodak,HOME,2,2,0,W,W,L
eaf31b0b-9b2b-4030-872c-cd2e4e212836,2020-04-20,11:02,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,1,0,1,L,L,W
5c306619-a9f1-464f-a77b-f6c5b64b84b3,2020-04-20,11:02,Bundesliga,Байер 04,Mr.Jab,HOME,6,2,4,W,W,W
5c306619-a9f1-464f-a77b-f6c5b64b84b3,2020-04-20,11:02,Bundesliga,Боруссия Дортмунд,Melner,AWAY,0,0,0,L,L,L
e1e2894d-3c74-4dd0-a312-57fe3474c994,2020-04-20,11:14,Bundesliga,Боруссия Дортмунд,Melner,HOME,1,1,0,L,W,L
e1e2894d-3c74-4dd0-a312-57fe3474c994,2020-04-20,11:14,Bundesliga,Бавария,Kodak,AWAY,2,0,2,W,L,W
4c8432de-75ef-4a9a-8c90-6a0a4e3e1f7b,2020-04-20,11:14,Bundesliga,РБ Лейпциг,LaikingDast,HOME,2,1,1,W,D,W
4c8432de-75ef-4a9a-8c90-6a0a4e3e1f7b,2020-04-20,11:14,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,1,1,0,L,D,L
26357924-739f-4a11-a21f-7f75189ca5d6,2020-04-20,11:26,Bundesliga,Байер 04,Mr.Jab,HOME,1,1,0,L,D,L
26357924-739f-4a11-a21f-7f75189ca5d6,2020-04-20,11:26,Bundesliga,Бавария,Kodak,AWAY,2,1,1,W,D,W
bf26a731-2fea-4256-8829-48ce9f4815af,2020-04-20,11:26,Bundesliga,Боруссия Дортмунд,Melner,HOME,0,0,0,L,D,L
bf26a731-2fea-4256-8829-48ce9f4815af,2020-04-20,11:26,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,1,0,1,W,D,W
