game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
551a2159-5295-4e64-ac73-0777c95925ed,2020-03-28,02:26,Champions League B,Наполи,MeLToSiK,HOME,1,0,1,W,D,W,
551a2159-5295-4e64-ac73-0777c95925ed,2020-03-28,02:26,Champions League B,Бавария,KRaftVK,AWAY,0,0,0,L,D,L,
3eb4f7cb-0304-4727-83ab-326b47eef8de,2020-03-28,02:38,Champions League B,ПСЖ,Upcake22,HOME,2,0,2,W,D,W,
3eb4f7cb-0304-4727-83ab-326b47eef8de,2020-03-28,02:38,Champions League B,Наполи,MeLToSiK,AWAY,0,0,0,L,D,L,
1b04b5f5-ae5e-415c-aecc-58f26e8c6634,2020-03-28,02:50,Champions League B,Реал Мадрид,Kray,HOME,0,0,0,L,L,L,
1b04b5f5-ae5e-415c-aecc-58f26e8c6634,2020-03-28,02:50,Champions League B,ПСЖ,Upcake22,AWAY,2,1,1,W,W,W,
26d72fc0-4ec1-455a-90df-78b72e5cada9,2020-03-28,03:02,Champions League B,Тоттенхэм Хотспур,labotryas,HOME,2,2,0,L,L,D,
26d72fc0-4ec1-455a-90df-78b72e5cada9,2020-03-28,03:02,Champions League B,Реал Мадрид,Kray,AWAY,3,3,0,W,W,D,
3ae2d6c8-86ca-4ddf-ac72-64268ea2c93f,2020-03-28,03:14,Champions League B,Бавария,KRaftVK,HOME,0,0,0,D,D,D,
3ae2d6c8-86ca-4ddf-ac72-64268ea2c93f,2020-03-28,03:14,Champions League B,Тоттенхэм Хотспур,labotryas,AWAY,0,0,0,D,D,D,
7121ef1f-4912-4312-b516-420bef86beda,2020-03-28,03:26,Champions League B,Бавария,KRaftVK,HOME,2,0,2,L,L,W,
7121ef1f-4912-4312-b516-420bef86beda,2020-03-28,03:26,Champions League B,Наполи,MeLToSiK,AWAY,3,3,0,W,W,L,
e83698c6-9cb0-40a1-bc40-5fb250ddc92a,2020-03-28,03:38,Champions League B,Наполи,MeLToSiK,HOME,4,2,2,W,W,W,
e83698c6-9cb0-40a1-bc40-5fb250ddc92a,2020-03-28,03:38,Champions League B,ПСЖ,Upcake22,AWAY,0,0,0,L,L,L,
