game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht
c3d5d7f3-10ee-4927-9843-f6b588bb74a0,2020-04-29,10:26,Bundesliga,Боруссия Дортмунд,JKey,HOME,1,0,1,D,L,W
c3d5d7f3-10ee-4927-9843-f6b588bb74a0,2020-04-29,10:26,Bundesliga,Байер 04,Mr.Jab,AWAY,1,1,0,D,W,L
b3f3b887-7b4c-4e5b-aae3-b40734d41651,2020-04-29,10:26,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,3,3,0,W,W,D
b3f3b887-7b4c-4e5b-aae3-b40734d41651,2020-04-29,10:26,Bundesliga,Бавария,Lomik,AWAY,0,0,0,L,L,D
13de18a4-f5cf-4369-9672-0ab4fa8d8c74,2020-04-29,10:38,Bundesliga,Бавария,Lomik,HOME,0,0,0,L,L,D
13de18a4-f5cf-4369-9672-0ab4fa8d8c74,2020-04-29,10:38,Bundesliga,РБ Лейпциг,LaikingDast,AWAY,1,1,0,W,W,D
ffbe12be-4269-4cd4-8981-a7563d591146,2020-04-29,10:38,Bundesliga,Байер 04,Mr.Jab,HOME,1,1,0,L,D,L
ffbe12be-4269-4cd4-8981-a7563d591146,2020-04-29,10:38,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,4,1,3,W,D,W
e2629b11-f0f8-4d48-bf57-502d4debb3f1,2020-04-29,10:50,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,3,1,2,W,W,W
e2629b11-f0f8-4d48-bf57-502d4debb3f1,2020-04-29,10:50,Bundesliga,Боруссия Дортмунд,JKey,AWAY,0,0,0,L,L,L
0dccd59f-cf3c-4be0-96cb-0c54aa049e97,2020-04-29,10:50,Bundesliga,РБ Лейпциг,LaikingDast,HOME,1,0,1,D,D,D
0dccd59f-cf3c-4be0-96cb-0c54aa049e97,2020-04-29,10:50,Bundesliga,Байер 04,Mr.Jab,AWAY,1,0,1,D,D,D
a024c11a-b68d-44f8-b2cc-34b3ea13cb26,2020-04-29,11:02,Bundesliga,Байер 04,Mr.Jab,HOME,2,1,1,W,W,D
a024c11a-b68d-44f8-b2cc-34b3ea13cb26,2020-04-29,11:02,Bundesliga,Бавария,Lomik,AWAY,1,0,1,L,L,D
