game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht
71f6bc6a-5751-42d8-acde-f16c1006b3ab,2020-04-19,16:56,Champions League,Барселона,Lomik,HOME,1,1,0,W,W,D
71f6bc6a-5751-42d8-acde-f16c1006b3ab,2020-04-19,16:56,Champions League,Реал Мадрид,JKey,AWAY,0,0,0,L,L,D
d36be2f5-577f-4cb4-95c6-cddc2770cfe6,2020-04-19,16:56,Champions League,Ливерпуль,Skromnuy,HOME,1,0,1,W,D,W
d36be2f5-577f-4cb4-95c6-cddc2770cfe6,2020-04-19,16:56,Champions League,ПСЖ,Bombi1t0,AWAY,0,0,0,L,D,L
fb7466d9-239b-4e2c-aae3-4563bdc3c1ae,2020-04-19,17:08,Champions League,ПСЖ,Bombi1t0,HOME,3,2,1,W,W,D
fb7466d9-239b-4e2c-aae3-4563bdc3c1ae,2020-04-19,17:08,Champions League,Манчестер Сити,d1pseN,AWAY,1,0,1,L,L,D
6fa58d92-81d9-4243-a8a3-0a9f88508cc0,2020-04-19,17:08,Champions League,Реал Мадрид,JKey,HOME,1,1,0,L,D,L
6fa58d92-81d9-4243-a8a3-0a9f88508cc0,2020-04-19,17:08,Champions League,Ливерпуль,Skromnuy,AWAY,2,1,1,W,D,W
5f7a6698-c66b-4bff-94f8-72d9a14d1a3b,2020-04-19,17:20,Champions League,Ливерпуль,Skromnuy,HOME,0,0,0,L,L,D
5f7a6698-c66b-4bff-94f8-72d9a14d1a3b,2020-04-19,17:20,Champions League,Барселона,Lomik,AWAY,1,1,0,W,W,D
f6c33a75-1c9e-4f9d-8d91-f19f250297b0,2020-04-19,17:20,Champions League,Манчестер Сити,d1pseN,HOME,1,1,0,W,W,D
f6c33a75-1c9e-4f9d-8d91-f19f250297b0,2020-04-19,17:20,Champions League,Реал Мадрид,JKey,AWAY,0,0,0,L,L,D
418fdbd4-de1d-4f70-af9f-917fb10f1b79,2020-04-19,17:32,Champions League,Барселона,Lomik,HOME,4,1,3,W,W,W
418fdbd4-de1d-4f70-af9f-917fb10f1b79,2020-04-19,17:32,Champions League,Манчестер Сити,d1pseN,AWAY,0,0,0,L,L,L
4c24f046-3851-4e20-ba8c-8db79da61f7f,2020-04-19,17:32,Champions League,Реал Мадрид,JKey,HOME,0,0,0,L,D,L
4c24f046-3851-4e20-ba8c-8db79da61f7f,2020-04-19,17:32,Champions League,ПСЖ,Bombi1t0,AWAY,1,0,1,W,D,W
6ee57de9-3100-4a28-8e7b-83c15f2ef250,2020-04-19,17:44,Champions League,Манчестер Сити,d1pseN,HOME,3,2,1,W,W,L
6ee57de9-3100-4a28-8e7b-83c15f2ef250,2020-04-19,17:44,Champions League,Ливерпуль,Skromnuy,AWAY,2,0,2,L,L,W
84c3d3d4-cc04-46d0-a817-5a1d3a2b241c,2020-04-19,17:44,Champions League,ПСЖ,Bombi1t0,HOME,2,1,1,D,D,D
84c3d3d4-cc04-46d0-a817-5a1d3a2b241c,2020-04-19,17:44,Champions League,Барселона,Lomik,AWAY,2,1,1,D,D,D
1ece27a8-356b-4d0f-8442-4f5cfe700a57,2020-04-19,17:56,Champions League,ПСЖ,Bombi1t0,HOME,1,1,0,L,D,L
1ece27a8-356b-4d0f-8442-4f5cfe700a57,2020-04-19,17:56,Champions League,Ливерпуль,Skromnuy,AWAY,2,1,1,W,D,W
efd98496-8bf5-4cec-b9cf-39597309f439,2020-04-19,17:56,Champions League,Реал Мадрид,JKey,HOME,0,0,0,L,L,L
efd98496-8bf5-4cec-b9cf-39597309f439,2020-04-19,17:56,Champions League,Барселона,Lomik,AWAY,2,1,1,W,W,W
450d8501-fc3a-4dfd-9e44-ce9b781ca1bd,2020-04-19,18:08,Champions League,Ливерпуль,Skromnuy,HOME,0,0,0,L,D,L
450d8501-fc3a-4dfd-9e44-ce9b781ca1bd,2020-04-19,18:08,Champions League,Реал Мадрид,JKey,AWAY,1,0,1,W,D,W
482d8ec1-36e4-4dce-94ff-fca8b38b590a,2020-04-19,18:08,Champions League,Манчестер Сити,d1pseN,HOME,2,1,1,W,W,W
482d8ec1-36e4-4dce-94ff-fca8b38b590a,2020-04-19,18:08,Champions League,ПСЖ,Bombi1t0,AWAY,0,0,0,L,L,L
744b0d0f-82d7-47d3-ab44-09b3405c681b,2020-04-19,18:20,Champions League,Барселона,Lomik,HOME,1,0,1,D,D,D
744b0d0f-82d7-47d3-ab44-09b3405c681b,2020-04-19,18:20,Champions League,Ливерпуль,Skromnuy,AWAY,1,0,1,D,D,D
115d4e96-d7f9-47d2-ae7d-2b9e2944d126,2020-04-19,18:20,Champions League,Реал Мадрид,JKey,HOME,1,0,1,L,L,W
115d4e96-d7f9-47d2-ae7d-2b9e2944d126,2020-04-19,18:20,Champions League,Манчестер Сити,d1pseN,AWAY,2,2,0,W,W,L
d96ab1f0-d34d-4789-b808-a22d85de0436,2020-04-19,18:32,Champions League,Манчестер Сити,d1pseN,HOME,1,0,1,W,D,W
d96ab1f0-d34d-4789-b808-a22d85de0436,2020-04-19,18:32,Champions League,Барселона,Lomik,AWAY,0,0,0,L,D,L
d299304b-d7e7-4bb2-a660-11fd68818c4f,2020-04-19,18:32,Champions League,ПСЖ,Bombi1t0,HOME,3,1,2,W,W,W
d299304b-d7e7-4bb2-a660-11fd68818c4f,2020-04-19,18:32,Champions League,Реал Мадрид,JKey,AWAY,0,0,0,L,L,L
d054108a-9073-4510-b65e-84f5c47df5b6,2020-04-19,18:44,Champions League,Барселона,Lomik,HOME,2,1,1,L,L,D
d054108a-9073-4510-b65e-84f5c47df5b6,2020-04-19,18:44,Champions League,ПСЖ,Bombi1t0,AWAY,3,2,1,W,W,D
e990e0e3-1c8d-46a6-8b96-34068c81ac32,2020-04-19,18:44,Champions League,Ливерпуль,Skromnuy,HOME,2,1,1,D,D,D
e990e0e3-1c8d-46a6-8b96-34068c81ac32,2020-04-19,18:44,Champions League,Манчестер Сити,d1pseN,AWAY,2,1,1,D,D,D
f8671a81-a5c3-42df-bebc-51052a754553,2020-04-19,09:56,Champions League B,ПСЖ,Boulevard_Prospect,HOME,1,1,0,L,D,L
f8671a81-a5c3-42df-bebc-51052a754553,2020-04-19,09:56,Champions League B,Бавария,vrico,AWAY,2,1,1,W,D,W
37c4ccf1-f28b-404b-98f1-8b26b20b0f72,2020-04-19,09:56,Champions League B,Реал Мадрид,LaikingDast,HOME,1,0,1,L,L,L
37c4ccf1-f28b-404b-98f1-8b26b20b0f72,2020-04-19,09:56,Champions League B,Тоттенхэм Хотспур,dm1trena,AWAY,4,1,3,W,W,W
86e82462-0404-48ad-8b21-9e485ccc7f39,2020-04-19,10:08,Champions League B,Бавария,vrico,HOME,1,0,1,D,D,D
86e82462-0404-48ad-8b21-9e485ccc7f39,2020-04-19,10:08,Champions League B,Наполи,Hrusch,AWAY,1,0,1,D,D,D
46ff492b-7dc3-42f7-b885-8109d602f6bb,2020-04-19,10:08,Champions League B,Тоттенхэм Хотспур,dm1trena,HOME,1,1,0,W,W,D
46ff492b-7dc3-42f7-b885-8109d602f6bb,2020-04-19,10:08,Champions League B,ПСЖ,Boulevard_Prospect,AWAY,0,0,0,L,L,D
ea684a61-a310-42da-ba2d-7bcd0988c883,2020-04-19,10:20,Champions League B,Наполи,Hrusch,HOME,0,0,0,L,L,D
ea684a61-a310-42da-ba2d-7bcd0988c883,2020-04-19,10:20,Champions League B,Тоттенхэм Хотспур,dm1trena,AWAY,1,1,0,W,W,D
e11439ca-8f50-4d3a-97e7-cb99c5489d9e,2020-04-19,10:20,Champions League B,ПСЖ,Boulevard_Prospect,HOME,3,2,1,W,W,D
e11439ca-8f50-4d3a-97e7-cb99c5489d9e,2020-04-19,10:20,Champions League B,Реал Мадрид,LaikingDast,AWAY,1,0,1,L,L,D
48759274-e270-4251-b51c-3d029e738913,2020-04-19,10:32,Champions League B,Реал Мадрид,LaikingDast,HOME,2,1,1,W,D,W
48759274-e270-4251-b51c-3d029e738913,2020-04-19,10:32,Champions League B,Наполи,Hrusch,AWAY,1,1,0,L,D,L
d0a9f884-1c19-4875-b241-714f4f4e811d,2020-04-19,10:32,Champions League B,Тоттенхэм Хотспур,dm1trena,HOME,2,1,1,W,W,W
d0a9f884-1c19-4875-b241-714f4f4e811d,2020-04-19,10:32,Champions League B,Бавария,vrico,AWAY,0,0,0,L,L,L
4dda0e20-2009-48cc-935d-e53271b9c42e,2020-04-19,10:44,Champions League B,Бавария,vrico,HOME,0,0,0,L,L,D
4dda0e20-2009-48cc-935d-e53271b9c42e,2020-04-19,10:44,Champions League B,Реал Мадрид,LaikingDast,AWAY,2,2,0,W,W,D
b8cecce3-12c5-4301-8a90-9958df3e7eab,2020-04-19,10:44,Champions League B,Наполи,Hrusch,HOME,1,0,1,D,L,W
b8cecce3-12c5-4301-8a90-9958df3e7eab,2020-04-19,10:44,Champions League B,ПСЖ,Boulevard_Prospect,AWAY,1,1,0,D,W,L
b1fa05d5-2819-40b7-b583-23741e8dca04,2020-04-19,10:56,Champions League B,Бавария,vrico,HOME,0,0,0,D,D,D
b1fa05d5-2819-40b7-b583-23741e8dca04,2020-04-19,10:56,Champions League B,ПСЖ,Boulevard_Prospect,AWAY,0,0,0,D,D,D
11f30d4f-3bba-4f03-91bd-4bf060daaf79,2020-04-19,10:56,Champions League B,Тоттенхэм Хотспур,dm1trena,HOME,1,1,0,W,W,D
11f30d4f-3bba-4f03-91bd-4bf060daaf79,2020-04-19,10:56,Champions League B,Реал Мадрид,LaikingDast,AWAY,0,0,0,L,L,D
2d02970a-2e8d-4704-92d4-9d791ed52359,2020-04-19,11:08,Champions League B,Наполи,Hrusch,HOME,1,0,1,W,D,W
2d02970a-2e8d-4704-92d4-9d791ed52359,2020-04-19,11:08,Champions League B,Бавария,vrico,AWAY,0,0,0,L,D,L
afef900a-3293-4b73-902d-b8203f5e22cf,2020-04-19,11:08,Champions League B,ПСЖ,Boulevard_Prospect,HOME,2,2,0,W,W,L
afef900a-3293-4b73-902d-b8203f5e22cf,2020-04-19,11:08,Champions League B,Тоттенхэм Хотспур,dm1trena,AWAY,1,0,1,L,L,W
7195daba-0755-4f99-a538-f68173959d5d,2020-04-19,11:20,Champions League B,Реал Мадрид,LaikingDast,HOME,2,1,1,W,W,W
7195daba-0755-4f99-a538-f68173959d5d,2020-04-19,11:20,Champions League B,ПСЖ,Boulevard_Prospect,AWAY,0,0,0,L,L,L
6931dc4d-c7e7-478d-a686-459b9536bd47,2020-04-19,11:20,Champions League B,Тоттенхэм Хотспур,dm1trena,HOME,1,0,1,L,L,D
6931dc4d-c7e7-478d-a686-459b9536bd47,2020-04-19,11:20,Champions League B,Наполи,Hrusch,AWAY,2,1,1,W,W,D
42008be4-c59a-4939-82ee-94408426ef8b,2020-04-19,11:32,Champions League B,Бавария,vrico,HOME,1,0,1,L,L,W
