game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
197418c9-45a4-4114-8e2f-46b8685ef9fa,2020-04-08,10:26,Bundesliga,Байер 04,Kodak,HOME,1,0,1,W,D,W,
197418c9-45a4-4114-8e2f-46b8685ef9fa,2020-04-08,10:26,Bundesliga,Бавария,Lomik,AWAY,0,0,0,L,D,L,
11f69228-5685-44ec-b5de-20e9a4a5e496,2020-04-08,10:26,Bundesliga,РБ Лейпциг,Bombi1t0,HOME,3,1,2,W,W,W,
11f69228-5685-44ec-b5de-20e9a4a5e496,2020-04-08,10:26,Bundesliga,Боруссия Дортмунд,Mr.Jab,AWAY,0,0,0,L,L,L,
731f74d7-3e14-4d09-8f37-0aa4c9c9b1cf,2020-04-08,10:38,Bundesliga,Бавария,Lomik,HOME,2,1,1,W,W,W,
731f74d7-3e14-4d09-8f37-0aa4c9c9b1cf,2020-04-08,10:38,Bundesliga,РБ Лейпциг,Bombi1t0,AWAY,0,0,0,L,L,L,
f0e09f16-d2d0-466b-af44-848b01da8ddd,2020-04-08,10:38,Bundesliga,Боруссия Дортмунд,Mr.Jab,HOME,2,1,1,W,W,D,
f0e09f16-d2d0-466b-af44-848b01da8ddd,2020-04-08,10:38,Bundesliga,Боруссия Менхенгладбах,Skromnuy,AWAY,1,0,1,L,L,D,
cd144962-2baa-472c-9d91-7fe1a2bcb3df,2020-04-08,10:50,Bundesliga,Боруссия Менхенгладбах,Skromnuy,HOME,0,0,0,L,D,L,
cd144962-2baa-472c-9d91-7fe1a2bcb3df,2020-04-08,10:50,Bundesliga,Бавария,Lomik,AWAY,1,0,1,W,D,W,
4a395982-2962-4b00-bff2-82f926a87e7f,2020-04-08,10:50,Bundesliga,РБ Лейпциг,Bombi1t0,HOME,2,1,1,W,D,W,
4a395982-2962-4b00-bff2-82f926a87e7f,2020-04-08,10:50,Bundesliga,Байер 04,Kodak,AWAY,1,1,0,L,D,L,
8e3c0385-9c50-48fb-beac-695618efd59a,2020-04-08,11:02,Bundesliga,Бавария,Lomik,HOME,0,0,0,L,L,D,
8e3c0385-9c50-48fb-beac-695618efd59a,2020-04-08,11:02,Bundesliga,Боруссия Дортмунд,Mr.Jab,AWAY,1,1,0,W,W,D,
01840e6c-c5c1-4c9d-a15d-67eb2ea1da78,2020-04-08,11:02,Bundesliga,Байер 04,Kodak,HOME,0,0,0,D,D,D,
01840e6c-c5c1-4c9d-a15d-67eb2ea1da78,2020-04-08,11:02,Bundesliga,Боруссия Менхенгладбах,Skromnuy,AWAY,0,0,0,D,D,D,
29154618-654e-48b2-b38d-0ec64cc57bc3,2020-04-08,11:14,Bundesliga,Боруссия Дортмунд,Mr.Jab,HOME,0,0,0,L,D,L,
29154618-654e-48b2-b38d-0ec64cc57bc3,2020-04-08,11:14,Bundesliga,Байер 04,Kodak,AWAY,1,0,1,W,D,W,
d5177576-91c1-4db5-8bad-8c5fcd8afee6,2020-04-08,11:14,Bundesliga,Боруссия Менхенгладбах,Skromnuy,HOME,1,0,1,D,D,D,
d5177576-91c1-4db5-8bad-8c5fcd8afee6,2020-04-08,11:14,Bundesliga,РБ Лейпциг,Bombi1t0,AWAY,1,0,1,D,D,D,
be1f1d4e-e58d-46ec-8e17-6a409c937597,2020-04-08,11:26,Bundesliga,Бавария,Lomik,HOME,0,0,0,L,L,L,
be1f1d4e-e58d-46ec-8e17-6a409c937597,2020-04-08,11:26,Bundesliga,Байер 04,Kodak,AWAY,3,2,1,W,W,W,
85995e59-f0fb-449e-adfc-776a08730c05,2020-04-08,11:26,Bundesliga,Боруссия Дортмунд,Mr.Jab,HOME,2,1,1,W,W,W,
85995e59-f0fb-449e-adfc-776a08730c05,2020-04-08,11:26,Bundesliga,РБ Лейпциг,Bombi1t0,AWAY,0,0,0,L,L,L,
b5000845-54e8-422e-ace2-f0abd8a3fcb8,2020-04-08,11:38,Bundesliga,Боруссия Менхенгладбах,Skromnuy,HOME,2,2,0,W,W,D,
b5000845-54e8-422e-ace2-f0abd8a3fcb8,2020-04-08,11:38,Bundesliga,Боруссия Дортмунд,Mr.Jab,AWAY,0,0,0,L,L,D,
5cb5986e-b38e-435d-b08e-419e1cdf9fb8,2020-04-08,11:38,Bundesliga,РБ Лейпциг,Bombi1t0,HOME,0,0,0,L,L,L,
5cb5986e-b38e-435d-b08e-419e1cdf9fb8,2020-04-08,11:38,Bundesliga,Бавария,Lomik,AWAY,2,1,1,W,W,W,
0d5ee5c1-6c94-455f-9be8-848637d0edd1,2020-04-08,11:50,Bundesliga,Бавария,Lomik,HOME,2,0,2,L,L,W,
0d5ee5c1-6c94-455f-9be8-848637d0edd1,2020-04-08,11:50,Bundesliga,Боруссия Менхенгладбах,Skromnuy,AWAY,3,2,1,W,W,L,
7a9b90f7-6e59-4447-b5b9-88760b9ee468,2020-04-08,11:50,Bundesliga,Байер 04,Kodak,HOME,0,0,0,L,L,L,
7a9b90f7-6e59-4447-b5b9-88760b9ee468,2020-04-08,11:50,Bundesliga,РБ Лейпциг,Bombi1t0,AWAY,3,1,2,W,W,W,
60b2fdf0-abc5-4bbf-a684-144c4ffd2604,2020-04-08,12:02,Bundesliga,Боруссия Дортмунд,Mr.Jab,HOME,2,0,2,W,D,W,
60b2fdf0-abc5-4bbf-a684-144c4ffd2604,2020-04-08,12:02,Bundesliga,Бавария,Lomik,AWAY,1,0,1,L,D,L,
6d7eeb0d-07ee-47af-b45c-6ba6d4a488e7,2020-04-08,12:02,Bundesliga,Боруссия Менхенгладбах,Skromnuy,HOME,2,1,1,W,W,D,
6d7eeb0d-07ee-47af-b45c-6ba6d4a488e7,2020-04-08,12:02,Bundesliga,Байер 04,Kodak,AWAY,1,0,1,L,L,D,
83a8548e-7b83-42d5-b720-34a99963c3f8,2020-04-08,12:14,Bundesliga,Байер 04,Kodak,HOME,2,2,0,W,W,D,
83a8548e-7b83-42d5-b720-34a99963c3f8,2020-04-08,12:14,Bundesliga,Боруссия Дортмунд,Mr.Jab,AWAY,1,1,0,L,L,D,
d9ba11e2-e1df-4304-ab13-230187fff9d4,2020-04-08,12:14,Bundesliga,РБ Лейпциг,Bombi1t0,HOME,0,0,0,D,D,D,
d9ba11e2-e1df-4304-ab13-230187fff9d4,2020-04-08,12:14,Bundesliga,Боруссия Менхенгладбах,Skromnuy,AWAY,0,0,0,D,D,D,
e10e4225-dac7-4793-91eb-3cb1a6d7ace0,2020-04-08,07:56,Champions League,Манчестер Сити,DangerDim77,HOME,0,0,0,L,L,L,
e10e4225-dac7-4793-91eb-3cb1a6d7ace0,2020-04-08,07:56,Champions League,Ливерпуль,nikkitta,AWAY,2,1,1,W,W,W,
eba0d9d6-e2d5-4e9b-a966-b1c9ccac2c20,2020-04-08,07:56,Champions League,ПСЖ,orlovsky1,HOME,3,1,2,W,D,W,
eba0d9d6-e2d5-4e9b-a966-b1c9ccac2c20,2020-04-08,07:56,Champions League,Барселона,Boulevard_Prospect,AWAY,1,1,0,L,D,L,
54dfcfb1-39d2-4047-a66b-d23fe6c5af79,2020-04-08,08:08,Champions League,Барселона,Boulevard_Prospect,HOME,0,0,0,D,D,D,
54dfcfb1-39d2-4047-a66b-d23fe6c5af79,2020-04-08,08:08,Champions League,Реал Мадрид,Hrusch,AWAY,0,0,0,D,D,D,
1bb0bbeb-e9c3-4746-bf8d-b56e8be90d5a,2020-04-08,08:08,Champions League,Ливерпуль,nikkitta,HOME,2,2,0,W,W,D,
1bb0bbeb-e9c3-4746-bf8d-b56e8be90d5a,2020-04-08,08:08,Champions League,ПСЖ,orlovsky1,AWAY,0,0,0,L,L,D,
7cf8887b-291a-4535-8875-1ea30c2b219c,2020-04-08,08:20,Champions League,ПСЖ,orlovsky1,HOME,2,0,2,W,D,W,
7cf8887b-291a-4535-8875-1ea30c2b219c,2020-04-08,08:20,Champions League,Манчестер Сити,DangerDim77,AWAY,1,0,1,L,D,L,
d230abb1-8df6-4131-95ba-d04858cadbf3,2020-04-08,08:20,Champions League,Реал Мадрид,Hrusch,HOME,1,1,0,D,D,D,
