game_id,date,time,league,team,player,place,full_time,first_ht,second_ht,result_full_time,result_first_ht,result_second_ht,not_parsed
d47d9d73-0a58-4305-a9cf-c0e2ee7c58cf,2020-03-25,11:26,Bundesliga,Байер 04,vrico,HOME,1,0,1,W,D,W,
d47d9d73-0a58-4305-a9cf-c0e2ee7c58cf,2020-03-25,11:26,Bundesliga,Бавария,LaikingDast,AWAY,0,0,0,L,D,L,
ba8c6887-1253-432d-960a-37b9655f1b39,2020-03-25,11:26,Bundesliga,РБ Лейпциг,Hrusch,HOME,2,1,1,W,W,D,
ba8c6887-1253-432d-960a-37b9655f1b39,2020-03-25,11:26,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,1,0,1,L,L,D,
de87bcc0-3976-4c20-9718-0fdbecec6056,2020-03-25,11:38,Bundesliga,Бавария,LaikingDast,HOME,2,2,0,D,W,L,
de87bcc0-3976-4c20-9718-0fdbecec6056,2020-03-25,11:38,Bundesliga,Боруссия Дортмунд,KravaRK,AWAY,2,1,1,D,L,W,
3f9f2270-5416-4991-a690-27a4f8815c3f,2020-03-25,11:38,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,1,0,1,W,D,W,
3f9f2270-5416-4991-a690-27a4f8815c3f,2020-03-25,11:38,Bundesliga,Байер 04,vrico,AWAY,0,0,0,L,D,L,
a62c291f-f42f-41d6-b513-d831ff12a8b0,2020-03-25,11:50,Bundesliga,Байер 04,vrico,HOME,0,0,0,D,D,D,
a62c291f-f42f-41d6-b513-d831ff12a8b0,2020-03-25,11:50,Bundesliga,РБ Лейпциг,Hrusch,AWAY,0,0,0,D,D,D,
1ea70921-70c5-4619-8212-33807e1cd812,2020-03-25,11:50,Bundesliga,Боруссия Дортмунд,KravaRK,HOME,3,2,1,W,W,W,
1ea70921-70c5-4619-8212-33807e1cd812,2020-03-25,11:50,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,0,0,0,L,L,L,
b7cd7789-2283-45d7-8f96-84ad3c651292,2020-03-25,12:02,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,1,1,0,D,D,D,
b7cd7789-2283-45d7-8f96-84ad3c651292,2020-03-25,12:02,Bundesliga,Бавария,LaikingDast,AWAY,1,1,0,D,D,D,
2147f732-7fb6-4536-916a-f19fc6539567,2020-03-25,12:02,Bundesliga,РБ Лейпциг,Hrusch,HOME,3,1,2,W,W,W,
2147f732-7fb6-4536-916a-f19fc6539567,2020-03-25,12:02,Bundesliga,Боруссия Дортмунд,KravaRK,AWAY,0,0,0,L,L,L,
76deb251-9cd4-469b-8b98-edf612d25f24,2020-03-25,12:14,Bundesliga,Бавария,LaikingDast,HOME,0,0,0,D,D,D,
76deb251-9cd4-469b-8b98-edf612d25f24,2020-03-25,12:14,Bundesliga,РБ Лейпциг,Hrusch,AWAY,0,0,0,D,D,D,
d7584276-3de5-42a6-a364-fa7e8b4e35c3,2020-03-25,12:14,Bundesliga,Боруссия Дортмунд,KravaRK,HOME,2,2,0,W,W,L,
d7584276-3de5-42a6-a364-fa7e8b4e35c3,2020-03-25,12:14,Bundesliga,Байер 04,vrico,AWAY,1,0,1,L,L,W,
c2f0f4df-8bc8-40b7-9f86-74c483754757,2020-03-25,12:26,Bundesliga,Бавария,LaikingDast,HOME,0,0,0,D,D,D,
c2f0f4df-8bc8-40b7-9f86-74c483754757,2020-03-25,12:26,Bundesliga,Байер 04,vrico,AWAY,0,0,0,D,D,D,
ca23c94c-4ecf-4095-aac0-32b24d070789,2020-03-25,12:26,Bundesliga,Боруссия Менхенгладбах,Arcos,HOME,0,0,0,L,D,L,
ca23c94c-4ecf-4095-aac0-32b24d070789,2020-03-25,12:26,Bundesliga,РБ Лейпциг,Hrusch,AWAY,1,0,1,W,D,W,
3db668e6-2d7a-4dab-9f9e-d3b03de4b3fd,2020-03-25,12:38,Bundesliga,Байер 04,vrico,HOME,0,0,0,L,L,L,
3db668e6-2d7a-4dab-9f9e-d3b03de4b3fd,2020-03-25,12:38,Bundesliga,Боруссия Менхенгладбах,Arcos,AWAY,5,3,2,W,W,W,
0bb4073a-4bc4-43f2-a032-eaae389ff5de,2020-03-25,12:38,Bundesliga,Боруссия Дортмунд,KravaRK,HOME,0,0,0,L,L,D,
